SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month,rowID,CumOil_Category
-101.5632819,31.01964236,-101.5631373,31.0194883,FANG,8/29/2017,SPRABERRY LOWER SHALE,9647.0,1654.0,41.0,325.272,823.032,209.208,368.596,6220.478,,20992.219,0.051,2951.7152,0.45,0.008,2.4076,0.217,0.145,0.942,5.4321,223474.0,240,Medium
-101.6067457,32.38617087,-101.6191194,32.42196026,OVV,5/11/2016,WOLFCAMP B,8150.0,1604.0,51.0,189.222,189.222,248.721,248.721,6676.665,377.61,15861.977,0.041,3457.6627,0.411,0.019,2.1894,0.155,0.375,0.958,4.3446,250566.0781,3589,High
-101.3269934,32.21573677,-101.319138,32.18858608,OVV,4/19/2017,WOLFCAMP B,6040.0,1780.0,44.0,198.27,198.27,180.706,180.706,6620.043,340.426,19547.1055,0.054,3054.1572,0.412,0.015,2.5347,0.195,0.237,0.952,3.5576,68109.0,3592,Low
-101.630283,31.89872929,-101.624283,31.88028207,PXD,5/5/2017,SPRABERRY LOWER SHALE,9578.0,1239.0,40.0,2000.0,2000.0,500.0,500.0,5350.701,,10062.257,0.053,2048.8944,0.82,0.009,1.7438,0.234,0.133,0.947,5.3025,274593.625,3381,High
-102.1228071,32.42033091,-102.1172267,32.39632988,PXD,1/26/2019,WOLFCAMP A,10487.0,1907.0,40.0,383.766,383.766,348.477,348.477,6031.654,,18139.238,0.053,3616.2534,0.395,0.009,2.6079,0.191,0.265,0.9,6.959,249672.6094,1495,High
-101.813285,32.148926,-101.8133023,32.14902536,PXD,4/15/2016,WOLFCAMP A,9598.0,1429.0,41.0,264.996,264.996,275.849,275.849,6063.703,,25394.732,0.063,3210.0623,0.336,0.014,3.1058,0.231,0.243,0.926,5.7401,245635.0,1230,Medium
-101.5985475,31.91321238,-101.5985475,31.91321238,COP,7/25/2018,WOLFCAMP B,10329.0,2017.0,52.0,672.645,659.539,13.809,9.06,6656.905,389.399,13979.226,0.042,3380.6993,0.438,0.01,2.1288,0.127,0.439,0.942,6.2268,234669.0,5805,Medium
-102.6060209,33.01961037,-102.6061308,33.01968306,FANG,1/7/2017,SPRABERRY LOWER SHALE,10048.0,1573.0,42.0,660.139,663.237,6.519,11.537,6556.814,,27212.501,0.052,3178.1409,0.257,0.004,3.08,0.211,0.124,0.85,5.5996,243637.8281,5149,Medium
-101.7139135,30.78562283,-101.7139135,30.78562283,XOM,5/17/2018,WOLFCAMP A,10304.0,1408.0,52.0,10.716,10.716,176.558,176.558,6456.702,,16964.682,0.062,4137.9839,0.693,0.007,3.0703,0.201,0.227,0.903,5.6158,232271.2656,2919,Medium
-101.3605955,33.15600393,-101.3593577,33.15634042,COP,10/7/2016,WOLFCAMP B,9843.0,2269.0,63.0,1344.567,624.322,23.914,375.642,6817.874,344.365,13833.408,0.036,4291.7954,0.324,0.018,1.943,0.129,0.458,0.956,6.4967,223794.7188,5776,Medium
-101.1573842,31.60985239,-101.1573931,31.60984743,COP,8/5/2017,DEAN,9836.0,1823.0,39.0,24.187,24.187,150.898,150.898,6391.48,,9367.197,0.049,3837.9438,0.596,,2.276,0.205,0.161,0.749,5.5039,244913.4219,2268,Medium
-101.297694,32.93678662,-101.2979462,32.9372799,PXD,11/10/2015,WOLFCAMP B,9903.0,1609.0,45.0,2000.0,894.752,82.926,500.0,6236.108,487.166,16435.028,0.056,4128.4954,0.666,0.015,2.4933,0.18,0.323,0.943,6.2979,234815.0,178,Medium
-101.4215868,32.36777588,-101.4229155,32.36767347,OVV,10/8/2018,WOLFCAMP B,10161.0,,,25.66,25.66,286.191,15.032,6710.315,473.063,25219.739,0.067,4173.2812,0.478,0.003,3.3732,0.171,0.25,0.903,5.5371,430141.9063,3460,High
-101.2586522,32.2457469,-101.2586522,32.2457469,OVV,2/15/2016,WOLFCAMP B,8112.0,1436.0,50.0,689.426,349.641,158.682,105.929,7063.625,399.217,10359.109,0.032,4462.9012,0.51,0.007,2.1394,0.129,0.396,0.943,4.2078,303791.9688,1031,High
-102.3313773,31.63995699,-102.3313275,31.63995726,XOM,10/9/2017,WOLFCAMP A,10415.0,1110.0,36.0,95.215,95.215,195.409,195.409,5696.502,,18572.83,0.055,3389.9587,0.385,0.022,2.8496,0.193,0.233,0.811,4.8413,98884.0469,224,Low
-101.5797106,32.2924903,-101.5797106,32.2924903,PXD,5/28/2016,WOLFCAMP B,12181.0,1678.0,54.0,725.05,725.05,0.847,0.847,6415.367,473.147,16156.383,0.066,4193.0365,0.666,0.011,2.6805,0.18,0.268,0.889,7.9211,249730.3438,3504,High
-101.5858942,32.83701546,-101.5862808,32.83711832,SEQUITUR,7/3/2013,WOLFCAMP B,7970.0,1877.0,43.0,692.107,467.806,330.56,174.674,4330.039,560.86,17452.046,0.062,3153.6834,0.664,0.022,2.5666,0.214,0.251,0.918,5.5637,35872.6758,2768,Low
-101.4691851,32.40158659,-101.468735,32.40177351,OVV,10/21/2018,SPRABERRY LOWER SHALE,10398.0,1946.0,47.0,231.63,231.63,163.868,163.868,5964.217,,22936.977,0.059,2841.776,0.509,0.006,2.4622,0.224,0.162,0.902,5.4682,379630.6563,3449,High
-101.6413444,30.84669447,-101.6413444,30.84669447,FANG,1/20/2017,SPRABERRY LOWER SHALE,10390.0,1610.0,40.0,215.058,522.738,212.883,357.987,6327.464,,35006.603,0.064,3167.6718,0.319,0.013,2.7646,0.23,0.146,0.798,5.721,249174.61,294,High
-101.2386138,31.20234002,-101.237233,31.17411236,ENDVR,9/14/2018,WOLFCAMP A,10038.0,1580.0,50.0,159.095,159.095,247.007,247.007,6606.758,,22725.796,0.048,3573.8009,0.392,0.006,2.8968,0.156,0.29,0.96,5.8657,121333.5547,3745,Low
-102.3923853,32.17045873,-102.3921548,32.17075114,PXD,2/13/2019,WOLFCAMP B,7682.0,1759.0,57.0,803.541,803.541,4.69,4.69,6924.411,254.102,8927.482,0.052,3954.6484,0.604,0.008,2.3356,0.158,0.303,0.956,5.6413,173665.9844,5180,Low
-101.3236806,30.87113497,-101.3238848,30.87167668,SABLE,3/28/2013,WOLFCAMP B,5952.0,1476.0,27.0,575.036,598.892,29.751,51.675,4130.58,566.161,27104.13,0.072,2531.6833,0.546,0.02,3.5831,0.244,0.155,0.769,3.9071,30167.2363,5433,Low
-102.3761104,31.87745345,-102.3761104,31.87745345,ZARVONA,12/14/2017,WOLFCAMP A,9597.0,1999.0,67.0,1249.12,1249.12,44.224,44.224,5251.582,,39348.212,0.06,3296.6879,0.279,0.039,2.9725,0.193,0.288,0.667,7.2887,106738.1797,5627,Low
-101.9899946,31.59122362,-101.9830849,31.56911901,COP,1/30/2015,WOLFCAMP B,1692.0,,,2000.0,2000.0,500.0,500.0,6977.111,156.778,10391.133,0.048,3590.7378,0.441,0.009,2.7348,0.181,0.2,0.978,2.0053,23884.2715,2566,Low
-101.1897339,32.91022095,-101.1897339,32.91022095,SEQUITUR,5/30/2013,WOLFCAMP A,8433.0,1169.0,22.0,946.413,947.173,30.175,7.308,5298.949,,30763.34,0.059,2831.5867,0.441,0.007,2.7889,0.223,0.337,0.918,4.7378,70906.6016,5293,Low
-102.2454404,32.00289281,-102.2373807,31.977762,DISCOVERY,2/5/2016,SPRABERRY LOWER SHALE,7347.0,1863.0,58.0,728.726,747.208,85.868,52.489,6068.708,,26567.508,0.057,2753.9293,0.375,0.015,2.6996,0.224,0.144,0.909,4.7382,212778.0156,1872,Medium
-101.9628919,32.41587468,-101.9629234,32.41586137,LPI,8/9/2016,WOLFCAMP D,9934.0,1794.0,64.0,2000.0,2000.0,500.0,500.0,6585.771,,21863.678,0.07,4255.3616,0.522,,2.7105,0.295,0.143,0.807,5.4449,247756.7031,1441,Medium
-101.4753766,31.46027116,-101.4751538,31.45976068,PXD,3/21/2017,WOLFCAMP B,7671.0,1963.0,54.0,398.893,398.893,263.597,263.597,6270.143,295.627,16756.179,0.06,3259.5372,0.466,0.022,2.7703,0.214,0.129,0.922,5.6868,236069.3125,4621,Medium
-102.0701782,31.39109738,-102.0700596,31.39057921,XOM,9/1/2018,WOLFCAMP A,10333.0,1715.0,61.0,663.09,350.613,244.36,144.84,6505.839,,20789.958,0.049,4248.8329,0.516,0.01,2.0992,0.162,0.416,0.908,6.2011,264945.0,2432,High
-101.9674992,32.57322363,-101.9676545,32.57330181,SEQUITUR,1/24/2018,WOLFCAMP B,7791.0,2241.0,47.0,655.341,822.599,350.967,397.505,5925.282,515.431,14490.954,0.051,3566.0597,0.641,0.034,337.0068,0.168,0.312,0.878,6.2547,85264.0625,5519,Low
-102.2874787,31.69536685,-102.2874141,31.69524804,COP,9/4/2017,WOLFCAMP A,10250.0,2519.0,60.0,361.176,361.176,307.906,307.906,6711.088,,25014.12,0.061,4267.142,0.478,0.005,3.4098,0.183,0.22,0.884,6.9579,393279.625,3120,High
-101.8336758,32.37509505,-101.823975,32.34631535,CVX,6/15/2018,WOLFCAMP B,9896.0,1667.0,62.0,1038.833,994.741,13.74,24.571,6735.775,267.768,9281.595,0.035,4208.043,0.501,0.016,2.1648,0.152,0.379,0.95,5.2751,317648.0625,1480,High
-102.1626406,32.44128923,-102.1514549,32.41076218,CVX,10/18/2018,SPRABERRY LOWER SHALE,7777.0,2089.0,48.0,854.898,854.898,10.782,10.782,6203.874,,25951.389,0.056,2630.4079,0.467,0.013,2.4128,0.235,0.159,0.958,4.545,229613.6094,4069,Medium
-101.164982,31.79286183,-101.165032,31.79272808,PXD,2/15/2017,WOLFCAMP C,10379.0,1873.0,59.0,2000.0,2000.0,500.0,500.0,6624.72,,16408.458,0.074,4425.1369,0.795,,2.1959,0.221,0.216,0.936,7.3554,272631.875,4818,High
-101.6415836,31.96107895,-101.6413704,31.96109572,ENDVR,6/19/2018,WOLFCAMP B,9903.0,1575.0,41.0,738.692,738.692,500.0,271.104,6950.033,166.603,10677.092,0.058,3880.0558,0.539,0.006,2.8202,0.166,0.239,0.946,5.7146,302988.375,5826,High
-102.3036755,31.67979679,-102.3035257,31.67978637,DBLPOINT,12/5/2018,SPRABERRY LOWER SHALE,10359.0,1966.0,45.0,1300.782,649.801,158.802,35.766,5855.321,,23651.895,0.054,2783.2406,0.536,0.012,2.4266,0.227,0.148,0.966,5.4417,290134.2813,489,High
-102.2496427,32.08274578,-102.2496427,32.08274578,LPI,11/15/2014,WOLFCAMP C,9835.0,1080.0,38.0,2000.0,2000.0,500.0,500.0,5898.654,,19792.888,0.067,3982.6785,0.73,,2.4693,0.225,0.196,0.9,4.1166,60485.1641,4457,Low
-102.1250882,32.41265173,-102.1250929,32.41264694,PXD,2/8/2019,WOLFCAMP A,9887.0,2015.0,41.0,433.335,433.335,16.143,16.143,6321.477,,16225.74,0.057,3670.6886,0.469,0.003,2.8095,0.19,0.235,0.941,6.8815,298995.0,1292,High
-102.027403,32.6705393,-102.0275054,32.67051764,EPE,12/29/2016,WOLFCAMP B,7249.0,,45.0,663.389,663.389,73.337,73.337,4462.301,571.79,17580.05,0.057,3072.959,0.617,0.007,3.0175,0.207,0.255,0.79,5.7579,54676.7969,5606,Low
-102.2385822,31.92229589,-102.2384012,31.9223943,OVV,1/23/2018,SPRABERRY LOWER SHALE,9159.0,2129.0,50.0,243.194,243.194,239.451,239.451,6275.629,,21298.161,0.05,2482.7658,0.435,0.005,2.0936,0.202,0.119,0.931,5.2376,289951.0,1829,High
-101.6415836,31.96107895,-101.6413704,31.96109572,ENDVR,6/19/2018,WOLFCAMP B,9903.0,1575.0,41.0,738.692,738.692,500.0,271.104,6950.033,166.603,10677.092,0.058,3880.0558,0.539,0.006,2.8202,0.166,0.239,0.946,5.7146,302988.375,5826,High
-102.2384384,31.68237537,-102.2412383,31.69071072,PXD,7/21/2018,WOLFCAMP B,12722.0,2279.0,47.0,867.168,557.453,290.73,0.185,6202.15,338.662,6491.588,0.059,4078.1003,0.792,0.003,2.7292,0.18,0.258,0.845,9.1846,218339.0,1892,Medium
-101.7874477,31.84970048,-101.7874477,31.84970048,PXD,6/13/2016,WOLFCAMP B,7230.0,1608.0,52.0,790.492,782.01,49.058,77.339,6925.836,336.592,9372.276,0.053,4181.4197,0.695,0.022,3.1755,0.118,0.299,0.946,5.1133,79375.25,1968,Low
-101.242222,31.29818319,-101.2431068,31.33432084,SM,9/3/2018,WOLFCAMP B,10369.0,3747.0,55.0,102.383,102.383,113.122,113.122,5747.135,327.606,12012.738,0.066,3646.8884,0.676,0.014,2.9652,0.217,0.155,0.76,8.036,73312.3203,1203,Low
-102.4783775,32.90934899,-102.4783775,32.90934899,PXD,12/2/2017,WOLFCAMP B,10401.0,1685.0,43.0,667.388,667.388,36.076,36.076,6037.777,493.289,21183.517,0.066,3615.9354,0.634,0.011,7.4939,0.208,0.262,0.938,6.6118,269876.375,3205,High
-101.5271556,31.72078689,-101.5361401,31.74782916,PXD,9/26/2018,WOLFCAMP B,10037.0,2287.0,40.0,884.051,884.051,9.071,9.071,6705.001,214.279,7251.598,0.077,4235.2577,0.773,0.012,2.9447,0.199,0.171,0.916,7.4534,227804.0,5883,Medium
-102.0583495,31.65168535,-102.0583495,31.65168535,COP,3/18/2017,WOLFCAMP A,10223.0,2232.0,60.0,272.06,272.06,169.038,169.038,6024.602,,17849.14,0.034,3288.8028,0.353,0.009,1.8775,0.134,0.49,0.906,6.4546,135309.625,1765,Low
-101.8060763,31.96294875,-101.8060738,31.96295022,LPI,4/8/2017,WOLFCAMP B,7255.0,1773.0,59.0,429.861,429.861,204.838,204.838,5177.994,459.255,9099.427,0.054,2690.9316,0.799,0.02,2.5139,0.176,0.282,0.904,4.0158,89829.0,1545,Low
-102.158684,31.45259614,-102.1586764,31.45254273,XOM,10/20/2017,WOLFCAMP A,7663.0,2110.0,82.0,15.141,15.141,4.399,224.504,6685.063,,29503.524,0.054,3974.1786,0.301,0.01,2.7546,0.158,0.338,0.958,5.6107,227953.3125,5089,Medium
-101.6641756,31.51612051,-101.6645254,31.51578926,PXD,7/8/2017,WOLFCAMP B,7512.0,1945.0,47.0,14.375,14.375,83.348,310.015,6710.962,264.359,7414.222,0.051,3930.7203,0.733,0.016,3.2839,0.18,0.234,0.959,5.5351,103664.0,2107,Low
-102.2243764,31.99406369,-102.2241884,31.99406529,CVX,7/25/2018,SPRABERRY LOWER SHALE,10263.0,,,878.937,878.937,1.885,1.885,6326.124,,13908.245,0.054,3208.8205,0.639,0.015,2.1623,0.228,0.173,0.859,5.6324,253599.6094,4295,High
-102.1182971,32.18853486,-102.1295546,32.21414859,PXD,6/5/2018,WOLFCAMP A,9829.0,2611.0,47.0,387.979,357.863,157.935,296.11,6100.581,,24333.846,0.059,3530.9974,0.295,0.013,2.6812,0.209,0.252,0.928,7.8133,149624.8125,1491,Low
-101.5957842,32.28236312,-101.5958297,32.28228669,PXD,8/11/2015,WOLFCAMP B,6245.0,1005.0,37.0,715.445,715.445,6.286,6.286,6564.216,428.665,19250.603,0.059,3697.5716,0.561,0.035,3.4232,0.092,0.342,0.936,3.7288,81922.4609,6039,Low
-101.7281815,32.16637842,-101.7281613,32.16636704,PXD,10/26/2018,WOLFCAMP A,9572.0,1931.0,51.0,2000.0,295.252,153.268,500.0,6604.597,,26888.799,0.058,3429.6174,0.32,0.009,2.7324,0.207,0.205,0.976,6.8105,256317.0156,3945,High
-101.1079868,31.24425669,-101.1079667,31.24424635,SM,7/7/2017,SPRABERRY LOWER SHALE,10357.0,1851.0,60.0,182.763,182.763,61.601,285.935,6037.799,,27124.756,0.056,3114.3421,0.264,0.009,2.6482,0.21,0.194,0.916,5.899,203719.0,1167,Low
-102.1328306,32.20093205,-102.1328306,32.20093205,PXD,3/14/2016,WOLFCAMP B,12904.0,1387.0,41.0,842.672,819.651,29.137,18.115,6543.636,259.355,8313.774,0.059,4150.3389,0.666,0.006,3.1387,0.17,0.231,0.957,7.4462,307282.0,3859,High
-102.302192,32.40413009,-102.3019567,32.40446004,OVV,7/20/2017,WOLFCAMP B,10405.0,2075.0,50.0,261.733,261.733,225.436,225.436,6815.214,446.423,24021.112,0.057,4173.1616,0.398,0.009,3.1458,0.164,0.268,0.941,5.8028,397864.9688,9,High
-101.5797106,32.2924903,-101.5797106,32.2924903,PXD,5/28/2016,WOLFCAMP B,12181.0,1678.0,54.0,725.05,725.05,0.847,0.847,6415.367,473.147,16156.383,0.066,4193.0365,0.666,0.011,2.6805,0.18,0.268,0.889,7.9211,249730.3438,3504,High
-101.8780812,31.80315841,-101.8790351,31.80285461,SURGE,11/30/2018,WOLFCAMP A,7070.0,2170.0,40.0,641.378,335.467,44.275,10.4,5200.315,,25633.329,0.057,2504.2595,0.252,0.021,2.7215,0.212,0.176,0.872,4.3105,126533.7109,1700,Low
-102.2588366,32.8585976,-102.2588366,32.8585976,GRENADIER,10/16/2017,WOLFCAMP A,10426.0,2167.0,55.0,2000.0,2000.0,500.0,500.0,4321.175,,10642.1255,0.05,2443.3389,0.545,0.022,2.1505,0.184,0.26,0.812,7.9222,210671.7344,3203,Medium
-101.9306828,32.15176461,-101.9307427,32.15165673,PXD,9/12/2018,WOLFCAMP B,12793.0,1704.0,48.0,,,,,3373.4011,550.701,,0.067,,,0.01,,0.186,0.28,0.923,8.1329,277446.8438,3780,High
-101.5939829,32.46144499,-101.5939257,32.46153291,PXD,5/21/2017,SPRABERRY LOWER,7178.0,1462.0,39.0,2000.0,2000.0,500.0,500.0,5437.296,,2704.018,0.046,2218.3405,0.886,,2.5571,0.103,0.21,0.937,4.4392,216965.1875,6019,Medium
-102.3635851,32.17722989,-102.3631236,32.17717641,OXY,9/8/2017,WOLFCAMP B,9780.0,1780.0,52.0,,,,,6061.6011,476.804,16047.104,0.074,3468.5711,0.722,0.013,2.4825,0.228,0.189,0.938,6.6115,117376.0,60,Low
-101.297694,32.93678662,-101.2979462,32.9372799,PXD,11/10/2015,WOLFCAMP B,9903.0,1609.0,45.0,2000.0,894.752,82.926,500.0,6236.108,487.166,16435.028,0.056,4128.4954,0.666,0.015,2.4933,0.18,0.323,0.943,6.2979,234815.0,178,Medium
-101.5501338,31.71587656,-101.5476162,31.70702049,CVX,4/25/2017,WOLFCAMP B,9301.0,249.0,31.0,664.381,636.369,12.442,11.023,6812.76,308.162,8082.455,0.038,4074.4656,0.507,0.01,2.5916,0.147,0.331,0.956,3.1619,138181.0,3399,Low
-101.4229155,32.36767347,-101.4229155,32.36767347,OVV,10/8/2018,WOLFCAMP A,10482.0,,,25.413,25.413,305.554,286.191,6424.123,,24148.872,0.055,3127.7246,0.42,0.013,2.6534,0.18,0.29,0.903,5.6399,257549.9063,3457,High
-102.2759566,32.2255727,-102.2893796,32.261238,COP,5/7/2017,SPRABERRY LOWER SHALE,9490.0,2231.0,61.0,1006.799,827.641,33.914,55.602,6136.626,,27549.22,0.056,2976.2385,0.42,0.01,2.6127,0.237,0.142,0.964,6.1287,300978.0,2734,High
-101.630201,32.64340758,-101.630201,32.64340758,DISCOVERY,2/2/2016,WOLFCAMP B,8502.0,1129.0,33.0,361.6,361.6,204.186,204.186,4643.341,433.551,9965.951,0.053,1882.0145,0.675,0.011,2.0818,0.215,0.179,0.783,3.9511,62668.4102,143,Low
-101.6413907,30.85217623,-101.6413907,30.85217623,FANG,3/2/2018,WOLFCAMP B,10099.0,,49.0,994.335,1164.249,159.017,311.873,6900.946,115.148,17958.589,0.052,4531.8278,0.399,0.007,2.7883,0.171,0.204,0.943,6.1604,264605.5313,241,High
-101.5266829,31.44566063,-101.5271694,31.44507204,LPI,7/22/2016,WOLFCAMP B,7538.0,,71.0,2000.0,541.988,341.028,500.0,5389.072,418.578,11625.364,0.062,3071.5122,0.725,0.008,2.5528,0.171,0.291,0.916,4.7463,108552.0,4679,Low
-101.1274885,30.88825712,-101.12758,30.91013123,FANG,11/28/2015,SPRABERRY LOWER SHALE,7875.0,1611.0,50.0,2000.0,2000.0,500.0,500.0,6516.876,,26336.463,0.059,3141.069,0.313,0.008,2.8151,0.222,0.117,0.849,4.7834,143077.0,5469,Low
-102.3249999,32.01244104,-102.3249999,32.01244104,PXD,1/21/2016,WOLFCAMP B,9839.0,1620.0,41.0,544.629,544.629,4.2,4.2,6139.793,485.928,19297.292,0.058,3845.5723,0.607,0.005,8.1107,0.183,0.314,0.923,6.1685,213727.5313,494,Medium
-102.1436832,31.86652508,-102.143621,31.86668145,PXD,10/12/2018,WOLFCAMP A,10181.0,1552.0,40.0,650.347,650.347,262.621,262.621,5166.214,,9936.661,0.057,2692.4396,0.708,0.02,2.4019,0.202,0.183,0.886,6.0248,122381.0,1614,Low
-102.145937,32.46034237,-102.1570411,32.49310567,PXD,1/25/2019,WOLFCAMP A,10487.0,1904.0,40.0,468.306,507.628,244.103,329.924,6056.377,,17100.637,0.052,3687.7005,0.414,0.007,2.4618,0.191,0.29,0.903,6.9502,215504.0313,1494,Medium
-102.4536917,32.50209463,-102.4527387,32.50216485,OVV,2/10/2017,SPRABERRY LOWER SHALE,7126.0,1593.0,52.0,217.206,217.206,149.82,149.82,6072.846,,26598.354,0.054,2875.9179,0.417,0.022,2.49,0.242,0.131,0.971,3.8516,271021.7813,16,High
-101.5212541,32.41926072,-101.5147847,32.40009515,OVV,12/8/2014,WOLFCAMP B,7618.0,1005.0,32.0,2000.0,421.534,219.636,500.0,6862.967,361.816,18637.564,0.049,4429.4075,0.397,0.013,2.9856,0.169,0.267,0.949,3.4082,148656.0,3571,Low
-102.3580922,32.02719126,-102.3580922,32.02719126,COP,12/2/2014,WOLFCAMP A,4975.0,1668.0,42.0,2000.0,2000.0,500.0,500.0,6650.065,,17927.79,0.041,4138.7366,0.427,0.01,2.2561,0.158,0.365,0.874,3.3215,67361.5781,3112,Low
-101.6670865,32.27000723,-101.6669927,32.27026941,PXD,12/24/2016,WOLFCAMP B,7639.0,1750.0,47.0,360.664,360.664,75.069,75.069,6501.872,377.638,14267.702,0.075,3872.7612,0.699,0.015,2.9093,0.17,0.252,0.889,5.2962,114283.1875,3520,Low
-101.4328839,31.04713335,-101.4331526,31.04763269,XOM,12/5/2015,WOLFCAMP B,9604.0,1114.0,39.0,472.177,472.177,170.759,170.759,6952.65,390.181,19192.037,0.065,4847.7609,0.532,0.012,2.7538,0.202,0.205,0.927,4.8231,121497.9922,2911,Low
-101.635783,32.49202073,-101.6297713,32.47198158,XOM,3/23/2016,WOLFCAMP B,8952.0,1121.0,40.0,468.91,310.861,173.784,164.048,6040.876,285.223,11510.986,0.061,4157.8009,0.691,0.016,2.89,0.177,0.231,0.845,4.4461,211962.6406,6086,Medium
-101.4159132,31.22863839,-101.4159132,31.22863839,XOM,4/23/2016,SPRABERRY LOWER SHALE,7704.0,1329.0,47.0,2000.0,781.795,40.539,500.0,6149.922,,27129.855,0.064,2921.724,0.485,0.008,2.647,0.237,0.131,0.973,4.3384,277176.0,2092,High
-101.7454847,32.10296888,-101.7454627,32.1029719,PXD,9/9/2015,WOLFCAMP B,9703.0,1206.0,39.0,406.983,376.123,243.801,197.626,6363.58,326.868,12388.709,0.062,3851.2349,0.681,0.013,3.0543,0.185,0.283,0.924,5.4739,109983.0,1237,Low
-102.3484934,32.42310888,-102.3484734,32.4230933,GUIDON,12/6/2018,SPRABERRY LOWER SHALE,10720.0,1604.0,35.0,,,,,5528.3032,,9355.128,0.067,3488.3591,0.76,0.011,2.5517,0.224,0.139,0.931,6.9694,394342.8125,2709,High
-101.6346792,31.96325908,-101.6350265,31.96332456,CPE,2/15/2017,WOLFCAMP B,4762.0,1644.0,62.0,907.746,944.832,15.569,13.383,6916.049,115.867,4637.168,0.045,3881.7275,0.67,0.007,2.2879,0.155,0.239,0.876,3.0101,91631.87,3301,Low
-101.5691782,31.26876065,-101.5688807,31.25154634,DISCOVERY,2/16/2018,WOLFCAMP B,9808.0,1881.0,62.0,423.376,423.376,97.59,97.59,6820.252,384.113,23299.642,0.055,4433.8515,0.48,0.002,2.8459,0.176,0.278,0.976,6.0886,260595.0,2196,High
-101.7651511,32.4635399,-101.7585697,32.4435649,CVX,12/7/2018,SPRABERRY LOWER SHALE,10276.0,2117.0,53.0,879.198,880.641,14.414,2.532,6234.112,,24307.468,0.051,2537.777,0.417,0.011,2.608,0.21,0.234,0.927,5.7657,305836.5,4052,High
-102.2710886,32.2490012,-102.2711331,32.24900481,PXD,6/8/2015,WOLFCAMP D,9242.0,770.0,32.0,1061.703,1061.703,34.914,34.914,7376.728,,18095.188,0.061,4692.9447,0.472,,2.211,0.245,0.167,0.761,4.6959,89716.6719,5231,Low
-102.2490257,32.10851351,-102.2490321,32.10851227,SUMMIT,12/8/2018,WOLFCAMP B,9302.0,,,92.464,92.464,1.492,1.492,6712.111,164.958,7040.382,0.036,3943.0399,0.467,0.011,2.163,0.127,0.397,0.936,5.4749,174115.9844,121,Low
-101.5612802,31.6805706,-101.5613244,31.68056619,COP,3/9/2017,SPRABERRY LOWER SHALE,10290.0,2256.0,58.0,725.25,699.488,9.698,8.294,5992.497,,26121.558,0.056,2669.5499,0.36,0.013,2.9033,0.225,0.128,0.944,6.5173,252665.2031,3361,High
-101.7994797,31.38337912,-101.7994088,31.383228,PXD,12/6/2018,WOLFCAMP A,10022.0,1708.0,50.0,876.282,635.987,141.515,285.256,6621.913,,26566.394,0.057,3474.7135,0.33,0.004,2.6775,0.195,0.241,0.975,6.7193,248779.1406,4894,High
-101.2284878,32.29170372,-101.2284878,32.29170372,CRWNQST,12/14/2018,WOLFCAMP A,10027.0,1927.0,50.0,478.293,478.293,104.024,104.024,5555.246,,23738.527,0.063,2818.1273,0.425,0.014,2.8686,0.203,0.186,0.839,5.6415,217318.7656,5936,Medium
-102.205084,31.61202648,-102.204817,31.61202838,SM,1/9/2017,SPRABERRY LOWER SHALE,7705.0,2031.0,60.0,2000.0,1153.621,101.288,500.0,5168.098,,11618.804,0.053,2605.2754,0.681,0.013,2.5419,0.211,0.157,0.891,4.6672,219202.1875,4996,Medium
-101.5553803,32.23893532,-101.5579589,32.24800692,FANG,5/27/2015,WOLFCAMP A,7670.0,1271.0,30.0,229.17,229.17,2.219,2.219,5407.938,,26235.399,0.061,3126.775,0.355,0.01,2.7455,0.2,0.283,0.892,3.849,99703.5703,988,Low
-102.4278838,32.18516872,-102.4277813,32.18505685,FANG,5/23/2018,WOLFCAMP A,7807.0,2011.0,65.0,652.989,652.989,9.596,9.596,6826.257,,18355.2,0.047,4196.5546,0.26,0.004,2.3835,0.173,0.33,0.821,5.4077,280410.0625,5158,High
-102.158684,31.45259614,-102.1586764,31.45254273,XOM,10/20/2017,WOLFCAMP A,7663.0,2110.0,82.0,15.141,15.141,4.399,224.504,6685.063,,29503.524,0.054,3974.1786,0.301,0.01,2.7546,0.158,0.338,0.958,5.6107,227953.3125,5089,Medium
-101.9306828,32.15176461,-101.9307427,32.15165673,PXD,9/12/2018,WOLFCAMP B,12793.0,1704.0,48.0,,,,,3373.4011,550.701,,0.067,,,0.01,,0.186,0.28,0.923,8.1329,277446.8438,3780,High
-102.2383126,32.38494221,-102.2383126,32.38494221,XOM,1/12/2016,WOLFCAMP A,10253.0,1110.0,38.0,649.004,611.863,49.432,270.778,6462.912,,26890.653,0.052,3834.624,0.356,0.016,2.3406,0.194,0.296,0.92,4.9712,107838.0,2692,Low
